"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",1,162,2016,"August",33,9,1,5,2,0,0,"HB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",134.25,0,0,"Canceled","2016-08-09"
"City Hotel",0,34,2016,"March",12,13,2,0,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",71.1,0,0,"Check-Out","2016-03-15"
"Resort Hotel",0,197,2017,"August",33,13,2,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","177","NULL",0,"Transient-Party",110.7,0,0,"Check-Out","2017-08-17"
"City Hotel",1,132,2017,"August",31,1,0,4,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"Refundable","8","NULL",0,"Transient",209.7,0,0,"Canceled","2017-07-28"
"City Hotel",1,11,2016,"March",12,18,0,2,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",189,0,0,"Canceled","2016-03-15"
"City Hotel",1,241,2017,"March",10,9,0,3,1,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",84.6,0,0,"Canceled","2016-11-21"
"Resort Hotel",1,100,2016,"May",22,25,1,4,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",109.4,0,0,"Canceled","2016-02-15"
"City Hotel",1,214,2017,"August",33,18,2,3,3,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","9","NULL",0,"Transient",155.52,0,0,"Canceled","2017-01-17"
"City Hotel",0,199,2016,"October",44,28,0,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","29","NULL",0,"Transient-Party",95,0,0,"Check-Out","2016-10-30"
"City Hotel",0,3,2016,"August",35,26,1,2,2,0,0,"BB","AUS","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",195,0,2,"Check-Out","2016-08-29"
"City Hotel",0,199,2016,"August",34,14,2,5,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",127.62,0,2,"Check-Out","2016-08-21"
"City Hotel",0,133,2017,"June",26,28,0,3,2,0,0,"SC","NOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",99,0,2,"Check-Out","2017-07-01"
"City Hotel",0,260,2016,"October",43,22,2,5,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",108.68,0,3,"Check-Out","2016-10-29"
"Resort Hotel",0,38,2016,"March",12,17,0,3,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",35,1,0,"Check-Out","2016-03-20"
"City Hotel",0,118,2016,"June",24,6,1,1,1,0,0,"BB","ESP","Offline TA/TO","Corporate",0,0,0,"A","A",1,"No Deposit","191","NULL",0,"Transient-Party",110,0,0,"Check-Out","2016-06-08"
"City Hotel",1,11,2016,"September",38,16,1,2,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",306,0,0,"Canceled","2016-09-08"
"Resort Hotel",0,59,2017,"May",20,17,1,4,2,2,0,"BB","CHE","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240","NULL",0,"Transient",132,1,1,"Check-Out","2017-05-22"
"City Hotel",1,33,2016,"October",44,26,0,4,2,1,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",149,0,1,"Canceled","2016-10-01"
"City Hotel",0,215,2016,"November",48,21,1,1,1,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","233",0,"Transient",75,0,1,"Check-Out","2016-11-23"
"City Hotel",1,210,2017,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"City Hotel",0,221,2015,"October",41,10,2,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",65,0,0,"Check-Out","2015-10-13"
"Resort Hotel",0,126,2017,"July",28,12,0,3,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","241","NULL",0,"Transient",120,0,1,"Check-Out","2017-07-15"
"City Hotel",1,49,2015,"December",53,30,0,4,1,1,0,"BB","PRT","Direct","Direct",0,1,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",134,0,1,"Canceled","2015-12-24"
"Resort Hotel",1,67,2016,"November",46,6,2,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",37.8,0,1,"Canceled","2016-09-21"
"City Hotel",1,151,2016,"August",32,6,3,6,2,0,0,"SC","MOZ","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",97.75,0,0,"Canceled","2016-03-09"
"Resort Hotel",1,329,2017,"June",25,21,2,7,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","C",1,"No Deposit","240","NULL",0,"Transient",74.25,0,1,"Canceled","2017-05-09"
"Resort Hotel",1,38,2016,"December",50,8,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",43,0,0,"Canceled","2016-11-01"
"City Hotel",0,13,2015,"September",38,13,2,3,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-09-18"
"City Hotel",0,185,2017,"May",21,25,1,3,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",138.83,0,1,"Check-Out","2017-05-29"
"City Hotel",1,91,2016,"April",15,4,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",80,0,0,"Canceled","2016-02-04"
"Resort Hotel",1,297,2015,"September",36,3,1,3,2,0,0,"BB","PRT","Direct","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",0,0,0,"Canceled","2014-11-18"
"Resort Hotel",0,110,2015,"September",38,19,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","E",0,"No Deposit","241","NULL",0,"Transient",65.1,0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,0,2016,"November",46,7,1,1,1,0,0,"BB","NULL","Direct","Direct",0,0,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",72,1,1,"Check-Out","2016-11-09"
"City Hotel",0,12,2016,"October",44,26,0,1,1,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",1,"No Deposit","14","NULL",0,"Transient",130,0,0,"Check-Out","2016-10-27"
"Resort Hotel",1,53,2015,"October",43,24,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",66,0,3,"Canceled","2015-09-24"
"Resort Hotel",1,17,2017,"August",34,26,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","240","NULL",0,"Transient",194.29,0,1,"Canceled","2017-08-10"
"City Hotel",0,49,2017,"July",30,23,2,0,2,1,0,"BB","GBR","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14","NULL",0,"Transient",168.5,0,1,"Check-Out","2017-07-25"
"City Hotel",1,66,2016,"October",41,6,0,3,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",135,0,1,"Canceled","2016-09-29"
"Resort Hotel",0,0,2017,"March",10,8,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,3,"A","A",1,"No Deposit","168","NULL",0,"Transient",48,0,1,"Check-Out","2017-03-09"
"City Hotel",1,286,2015,"July",31,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"City Hotel",1,23,2017,"February",5,3,0,2,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88,0,0,"Canceled","2017-01-11"
"City Hotel",0,174,2017,"March",10,5,2,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-03-09"
"City Hotel",1,279,2015,"July",30,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"City Hotel",1,130,2016,"May",22,23,1,1,2,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",105.3,0,0,"Canceled","2016-01-22"
"Resort Hotel",1,112,2016,"February",7,12,0,2,2,0,0,"FB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","134","NULL",0,"Transient-Party",68,0,0,"Canceled","2016-02-05"
"Resort Hotel",0,0,2016,"March",12,17,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",45,0,0,"Check-Out","2016-03-18"
"City Hotel",1,186,2017,"April",16,22,1,1,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,0,"Canceled","2016-10-18"
"City Hotel",1,163,2016,"October",42,15,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","34","NULL",0,"Transient",115,0,0,"Canceled","2016-09-27"
"City Hotel",1,143,2017,"May",18,4,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",120,0,0,"Canceled","2016-12-12"
"City Hotel",1,320,2017,"June",24,15,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-01-12"
"City Hotel",0,1,2017,"February",5,3,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,1,"Check-Out","2017-02-06"
"City Hotel",1,305,2016,"November",45,4,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","21","NULL",0,"Transient",89,0,0,"Canceled","2016-02-01"
"City Hotel",1,58,2016,"December",51,15,0,3,2,0,0,"SC","LUX","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",79.2,0,0,"Canceled","2016-10-18"
"Resort Hotel",0,173,2015,"August",34,17,1,4,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250","NULL",0,"Transient",130.9,0,1,"Check-Out","2015-08-22"
"City Hotel",1,75,2017,"May",20,20,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",90,0,0,"Canceled","2017-04-10"
"Resort Hotel",0,112,2016,"February",7,12,0,2,2,0,0,"Undefined","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","134","NULL",0,"Transient",70,0,0,"Check-Out","2016-02-14"
"City Hotel",1,122,2016,"May",20,11,0,1,2,0,0,"BB","RUS","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",105.3,0,0,"Canceled","2016-01-10"
"City Hotel",0,6,2017,"August",32,7,1,2,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",160,0,2,"Check-Out","2017-08-10"
"City Hotel",0,122,2017,"May",18,3,0,4,2,0,0,"HB","GBR","Direct","Direct",0,0,0,"A","A",3,"No Deposit","14","NULL",0,"Transient-Party",143,0,3,"Check-Out","2017-05-07"
"City Hotel",1,240,2016,"October",43,21,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled","2016-03-15"
"City Hotel",1,29,2016,"March",11,6,2,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",100.7,0,0,"Canceled","2016-02-16"
"Resort Hotel",0,12,2017,"May",18,1,1,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","15","NULL",0,"Transient",84,0,1,"Check-Out","2017-05-05"
"City Hotel",0,1,2016,"August",32,4,0,1,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",151,0,1,"Check-Out","2016-08-05"
"Resort Hotel",0,6,2016,"May",23,29,2,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit","NULL","154",0,"Transient",58,0,0,"Check-Out","2016-06-02"
"Resort Hotel",0,296,2017,"July",30,24,1,4,2,0,0,"HB","CHE","Direct","Direct",0,0,0,"A","A",7,"No Deposit","250","NULL",0,"Transient",169.77,1,2,"Check-Out","2017-07-29"
"City Hotel",0,189,2017,"July",28,15,2,5,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",107.1,0,0,"Check-Out","2017-07-22"
"Resort Hotel",0,7,2015,"August",33,14,2,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",167.25,0,0,"Check-Out","2015-08-18"
"City Hotel",1,104,2017,"July",28,10,1,0,3,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",150,0,0,"Canceled","2017-03-30"
"City Hotel",0,24,2017,"March",11,12,1,0,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","22","NULL",0,"Transient",80,0,1,"Check-Out","2017-03-13"
"City Hotel",0,61,2016,"November",48,26,2,1,3,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",105,0,0,"Check-Out","2016-11-29"
"Resort Hotel",0,59,2015,"October",41,8,0,3,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","281","NULL",50,"Contract",45,0,0,"Check-Out","2015-10-11"
"Resort Hotel",0,41,2016,"October",41,4,0,4,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","143","NULL",0,"Transient",57,0,0,"Check-Out","2016-10-08"
"City Hotel",0,70,2016,"August",36,31,0,3,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","168","NULL",0,"Transient",80.75,0,0,"Check-Out","2016-09-03"
"Resort Hotel",0,1,2016,"May",19,6,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",109,0,1,"Check-Out","2016-05-08"
"City Hotel",0,2,2016,"January",2,3,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.6,1,0,"Check-Out","2016-01-05"
"City Hotel",1,9,2015,"September",39,24,0,3,2,0,0,"BB","PRT","Direct","Direct",0,1,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",171.33,0,1,"Canceled","2015-09-16"
"Resort Hotel",1,134,2017,"June",24,14,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","410","NULL",0,"Transient",56.7,0,0,"Canceled","2017-01-31"
"City Hotel",0,13,2016,"March",13,20,1,0,1,0,0,"BB","BRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","220","NULL",0,"Transient-Party",75,0,0,"Check-Out","2016-03-21"
"City Hotel",1,24,2016,"April",16,10,2,3,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",120.27,0,0,"Canceled","2016-03-29"
"City Hotel",0,74,2016,"November",46,7,1,3,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",177.3,0,0,"Check-Out","2016-11-11"
"City Hotel",0,11,2015,"December",51,15,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","40","NULL",0,"Transient-Party",65,0,0,"Check-Out","2015-12-16"
"Resort Hotel",1,243,2017,"April",18,30,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240","NULL",0,"Transient",130,0,2,"Canceled","2016-09-23"
"City Hotel",0,98,2015,"November",48,23,1,3,1,0,0,"BB","NOR","Groups","TA/TO",0,0,0,"A","D",1,"No Deposit","37","NULL",0,"Transient-Party",70,0,0,"Check-Out","2015-11-27"
"City Hotel",0,25,2016,"April",16,11,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",101,0,1,"Check-Out","2016-04-12"
"City Hotel",1,391,2016,"August",32,4,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"City Hotel",1,221,2016,"August",33,12,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",147,"Transient-Party",80,0,0,"Canceled","2016-06-16"
"Resort Hotel",1,82,2016,"February",7,7,2,0,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","67","NULL",0,"Transient-Party",86,0,0,"Canceled","2015-11-17"
"City Hotel",0,6,2016,"October",41,3,1,1,2,0,0,"BB","ISR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",164.5,1,3,"Check-Out","2016-10-05"
"City Hotel",1,130,2016,"April",16,13,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","29","NULL",10,"Transient",100,0,0,"Canceled","2015-12-15"
"City Hotel",0,4,2016,"November",46,8,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,10,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-11-11"
"Resort Hotel",0,96,2016,"July",30,17,4,5,2,0,0,"Undefined","PRT","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250","NULL",0,"Transient",281,1,0,"Check-Out","2016-07-26"
"City Hotel",1,69,2017,"April",14,6,0,3,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","197",0,"Transient",85,0,0,"Canceled","2017-01-27"
"Resort Hotel",1,40,2016,"May",21,18,0,2,1,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",55,0,0,"Canceled","2016-04-13"
"Resort Hotel",1,92,2016,"August",35,23,2,5,1,0,0,"FB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","5","NULL",0,"Transient",175.34,0,0,"Canceled","2016-06-15"
"City Hotel",0,99,2017,"May",20,18,1,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Contract",80,0,1,"Check-Out","2017-05-22"
"City Hotel",1,109,2016,"March",14,27,2,2,2,0,0,"SC","KWT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",81.25,0,0,"Canceled","2016-03-25"
"City Hotel",0,40,2017,"August",35,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","451",0,"Transient",95,0,0,"Check-Out","2017-08-30"
"City Hotel",0,14,2015,"December",49,2,0,1,1,0,0,"BB","ESP","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","91",0,"Transient",79,0,0,"Check-Out","2015-12-03"
"Resort Hotel",0,8,2016,"January",2,8,0,2,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",54,1,1,"Check-Out","2016-01-10"
"City Hotel",0,12,2015,"November",45,7,2,1,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",114,1,0,"Check-Out","2015-11-10"
"Resort Hotel",0,17,2016,"February",9,26,1,2,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","196","NULL",0,"Transient",56,0,0,"Check-Out","2016-02-29"
"Resort Hotel",0,1,2017,"February",9,26,2,0,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",60,0,2,"Check-Out","2017-02-28"
"City Hotel",1,37,2017,"March",12,24,3,7,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",210.4,0,1,"Canceled","2017-02-21"
"City Hotel",1,37,2016,"October",42,13,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","56","NULL",0,"Transient-Party",105,0,0,"Canceled","2016-09-06"
"City Hotel",1,302,2015,"August",33,15,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-06"
"Resort Hotel",1,184,2017,"July",29,16,4,9,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","242","NULL",0,"Transient",216.93,0,2,"Canceled","2017-04-05"
"City Hotel",0,68,2015,"September",40,29,0,2,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","20","NULL",0,"Transient-Party",0,0,0,"Check-Out","2015-10-01"
"Resort Hotel",0,70,2016,"August",32,3,2,5,1,2,0,"BB","NOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","241","NULL",0,"Transient",176.78,0,0,"Check-Out","2016-08-10"
"City Hotel",0,68,2017,"July",30,23,2,2,3,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",197.5,0,2,"Check-Out","2017-07-27"
"Resort Hotel",0,0,2015,"October",44,25,1,0,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",48,0,0,"Check-Out","2015-10-26"
"City Hotel",0,194,2017,"April",13,1,1,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2017-04-03"
"City Hotel",1,104,2017,"May",20,15,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",170,0,0,"Canceled","2017-01-31"
"Resort Hotel",0,88,2015,"July",28,7,0,4,3,0,0,"HB","USA","Offline TA/TO","TA/TO",0,0,0,"D","E",0,"No Deposit","95","NULL",0,"Transient",150,0,1,"Check-Out","2015-07-11"
"Resort Hotel",1,288,2017,"June",24,14,0,4,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",80.1,0,1,"Canceled","2016-09-05"
"City Hotel",0,95,2017,"August",34,21,1,3,2,0,0,"BB","NLD","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","138","NULL",0,"Transient",80.1,0,1,"Check-Out","2017-08-25"
"Resort Hotel",1,355,2016,"December",50,7,0,4,1,0,0,"BB","PRT","Online TA","Direct",1,2,10,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",38,0,4,"Canceled","2016-12-04"
"Resort Hotel",1,299,2015,"July",30,25,2,5,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",149,0,1,"Canceled","2015-03-25"
"City Hotel",0,19,2016,"July",30,19,0,2,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",3,"No Deposit","NULL","NULL",0,"Transient",156.5,0,2,"Check-Out","2016-07-21"
"Resort Hotel",0,170,2016,"September",39,19,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",110,1,2,"Check-Out","2016-09-26"
"City Hotel",0,273,2015,"July",29,17,0,2,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","6","NULL",0,"Transient-Party",87,0,0,"Check-Out","2015-07-19"
"City Hotel",0,331,2017,"August",31,2,0,2,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",179.1,0,2,"Check-Out","2017-08-04"
"City Hotel",1,365,2016,"July",28,7,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"City Hotel",1,1,2015,"October",40,2,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,1,0,"A","A",0,"No Deposit","19","NULL",0,"Transient-Party",100,0,0,"Canceled","2015-10-01"
"City Hotel",0,35,2017,"January",4,26,2,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",61.11,0,1,"Check-Out","2017-01-31"
"City Hotel",0,11,2017,"February",6,5,2,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2017-02-10"
"Resort Hotel",1,339,2017,"June",26,28,2,7,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",87,0,1,"Canceled","2017-01-10"
"Resort Hotel",0,221,2016,"June",25,17,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",113,1,1,"Check-Out","2016-06-21"
"Resort Hotel",1,386,2016,"October",43,18,0,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",50.4,0,2,"Canceled","2015-10-09"
"City Hotel",0,111,2016,"July",30,18,3,6,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient",72.25,0,0,"Check-Out","2016-07-27"
"Resort Hotel",0,3,2015,"November",45,5,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",35,0,0,"Check-Out","2015-11-06"
