"hotel","is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","days_in_waiting_list","customer_type","adr","reservation_status"
"Resort Hotel",0,69,"July",29,18,0,5,1,1,0,"BB","ESP",0,"Transient",246,"Check-Out"
"City Hotel",0,207,"May",18,2,0,3,2,0,0,"BB","AUT",0,"Transient",117,"Check-Out"
"City Hotel",1,162,"August",33,9,1,5,2,0,0,"HB","FRA",0,"Transient",134.25,"Canceled"
"City Hotel",0,50,"March",12,13,2,0,2,0,0,"BB","FRA",0,"Transient",71.1,"Check-Out"
"Resort Hotel",0,197,"August",33,13,2,2,2,0,0,"BB","FRA",0,"Transient-Party",110.7,"Check-Out"
"City Hotel",1,132,"August",31,1,0,4,2,1,0,"HB","PRT",0,"Transient",209.7,"Canceled"
"City Hotel",1,73,"March",12,18,0,2,2,2,0,"BB","ESP",0,"Transient",189,"Canceled"
"City Hotel",1,241,"March",10,9,0,3,1,0,0,"BB","DEU",0,"Transient",84.6,"Canceled"
"Resort Hotel",1,100,"May",22,25,1,4,2,0,0,"Unknown","PRT",0,"Transient",109.4,"Canceled"
"City Hotel",1,214,"August",33,18,2,3,3,0,0,"BB","USA",0,"Transient",155.52,"Canceled"
"City Hotel",0,199,"October",44,28,0,2,2,0,0,"BB","FRA",0,"Transient-Party",95,"Check-Out"
"City Hotel",0,3,"August",35,26,1,2,2,0,0,"BB","AUS",0,"Transient",195,"Check-Out"
"City Hotel",0,199,"August",34,14,2,5,3,0,0,"BB","FRA",0,"Transient",127.62,"Check-Out"
"City Hotel",0,133,"June",26,28,0,3,2,0,0,"SC","NOR",0,"Transient-Party",99,"Check-Out"
"City Hotel",0,260,"October",43,22,2,5,2,1,0,"BB","FRA",0,"Transient-Party",108.68,"Check-Out"
"Resort Hotel",0,38,"March",12,17,0,3,2,0,0,"BB","GBR",0,"Transient",35,"Check-Out"
"City Hotel",0,118,"June",24,6,1,1,1,0,0,"BB","ESP",0,"Transient-Party",95.5,"Check-Out"
"City Hotel",1,11,"September",38,16,1,2,2,2,0,"HB","FRA",0,"Transient",306,"Canceled"
"Resort Hotel",0,59,"May",20,17,1,4,2,2,0,"BB","CHE",0,"Transient",132,"Check-Out"
"City Hotel",1,33,"October",44,26,0,4,2,1,0,"Unknown","Unknown",0,"Transient",149,"Canceled"
"City Hotel",0,215,"November",48,21,1,1,1,0,0,"BB","PRT",0,"Transient",75,"Check-Out"
"City Hotel",1,210,"June",25,19,1,3,2,0,0,"BB","Unknown",0,"Transient",130,"Canceled"
"City Hotel",0,221,"October",41,10,2,1,2,0,0,"BB","FRA",0,"Transient-Party",65,"Check-Out"
"Resort Hotel",0,126,"July",28,12,0,3,2,0,0,"BB","IRL",0,"Transient",120,"Check-Out"
"City Hotel",1,49,"December",53,30,0,4,1,1,0,"BB","Unknown",0,"Transient",134,"Canceled"
"Resort Hotel",1,67,"November",44,6,2,4,2,0,0,"Unknown","PRT",0,"Transient",37.8,"Canceled"
"City Hotel",1,151,"August",32,6,3,6,2,0,0,"Unknown","MOZ",0,"Transient",97.75,"Canceled"
"Resort Hotel",1,329,"June",25,21,2,7,2,0,0,"BB","IRL",0,"Transient",74.25,"Canceled"
"Resort Hotel",1,38,"December",50,8,0,1,1,0,0,"BB","ESP",0,"Transient",43,"Canceled"
"City Hotel",0,13,"September",38,13,2,3,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"City Hotel",0,185,"May",21,25,1,3,2,0,0,"BB","NLD",0,"Transient",138.83,"Check-Out"
"City Hotel",1,91,"April",15,4,1,2,2,0,0,"BB","PRT",0,"Transient",80,"Canceled"
"Resort Hotel",1,297,"September",36,3,1,3,2,0,0,"BB","PRT",0,"Transient",0,"Canceled"
"Resort Hotel",0,110,"September",38,19,2,5,2,0,0,"BB","GBR",0,"Transient",65.1,"Check-Out"
"Resort Hotel",0,50,"November",46,7,1,1,1,0,0,"BB","NULL",0,"Transient",72,"Check-Out"
"City Hotel",0,50,"October",44,26,0,1,1,0,0,"BB","ESP",0,"Transient",130,"Check-Out"
"Resort Hotel",1,53,"October",43,24,0,1,2,0,0,"BB","PRT",0,"Transient",66,"Canceled"
"Resort Hotel",1,17,"August",34,26,2,5,2,0,0,"BB","IRL",0,"Transient",194.29,"Canceled"
"City Hotel",0,49,"July",29,23,2,0,2,1,0,"BB","GBR",0,"Transient",168.5,"Check-Out"
"City Hotel",1,66,"October",41,6,0,3,2,1,0,"BB","FRA",0,"Transient",135,"Canceled"
"Resort Hotel",0,0,"March",10,8,0,1,1,0,0,"Unknown","PRT",0,"Transient",48,"Check-Out"
"City Hotel",1,286,"July",31,30,0,2,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",1,23,"February",5,3,0,2,2,0,0,"SC","GBR",0,"Transient",88,"Canceled"
"City Hotel",0,174,"March",10,5,2,2,2,0,0,"BB","FRA",0,"Transient-Party",90,"Check-Out"
"City Hotel",1,279,"July",30,23,0,2,2,0,0,"BB","PRT",0,"Transient-Party",62.8,"Canceled"
"City Hotel",1,130,"May",22,23,1,1,2,0,0,"BB","FIN",0,"Transient",105.3,"Canceled"
"Resort Hotel",1,112,"February",7,12,0,2,2,0,0,"FB","PRT",0,"Transient-Party",68,"Canceled"
"Resort Hotel",0,0,"March",12,17,0,1,2,0,0,"BB","PRT",0,"Transient",45,"Check-Out"
"City Hotel",1,186,"April",16,22,1,1,2,0,0,"SC","BRA",0,"Transient",99,"Canceled"
"City Hotel",1,163,"October",42,15,0,1,1,0,0,"BB","PRT",0,"Transient",115,"Canceled"
"City Hotel",1,143,"May",18,4,0,2,2,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"City Hotel",1,320,"June",24,15,0,3,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,1,"February",5,3,1,2,2,0,0,"BB","ESP",0,"Transient",117,"Check-Out"
"City Hotel",1,305,"November",45,4,1,2,2,0,0,"BB","PRT",0,"Transient",89,"Canceled"
"City Hotel",1,58,"December",51,15,0,3,2,0,0,"SC","LUX",0,"Transient",79.2,"Canceled"
"Resort Hotel",0,173,"August",34,17,1,4,2,1,0,"BB","PRT",0,"Transient",130.9,"Check-Out"
"City Hotel",1,198,"May",20,20,2,1,2,0,0,"BB","PRT",0,"Transient-Party",90,"Canceled"
"Resort Hotel",0,112,"February",7,12,0,2,2,0,0,"Undefined","ESP",0,"Transient",62,"Check-Out"
"City Hotel",1,122,"May",20,11,0,1,2,0,0,"BB","RUS",0,"Transient",105.3,"Canceled"
"City Hotel",0,6,"August",32,7,1,2,2,0,0,"SC","PRT",0,"Transient",160,"Check-Out"
"City Hotel",0,122,"May",18,3,0,4,2,0,0,"HB","GBR",0,"Transient-Party",143,"Check-Out"
"City Hotel",1,240,"October",43,21,1,2,2,0,0,"Unknown","PRT",0,"Transient",110,"Canceled"
"City Hotel",1,29,"March",9,6,2,0,2,0,0,"BB","PRT",0,"Transient",100.7,"Canceled"
"Resort Hotel",0,12,"May",18,1,1,3,2,0,0,"BB","GBR",0,"Transient",84,"Check-Out"
"City Hotel",0,1,"August",32,4,0,1,2,0,0,"BB","BEL",0,"Transient",151,"Check-Out"
"Resort Hotel",0,6,"May",23,29,2,2,1,0,0,"BB","PRT",0,"Transient",58,"Check-Out"
"Resort Hotel",0,296,"July",30,24,1,4,2,0,0,"HB","CHE",0,"Transient",169.77,"Check-Out"
"City Hotel",0,73,"July",28,15,2,5,2,0,0,"BB","BEL",0,"Transient",107.1,"Check-Out"
"Resort Hotel",0,7,"August",33,14,2,2,2,0,0,"BB","PRT",0,"Transient",167.25,"Check-Out"
"City Hotel",1,104,"July",28,10,1,0,3,0,0,"BB","CN",0,"Transient",150,"Canceled"
"City Hotel",0,24,"March",11,12,1,0,2,0,0,"BB","CHN",0,"Transient",80,"Check-Out"
"City Hotel",0,61,"November",48,26,2,1,3,0,0,"BB","ESP",0,"Transient",105,"Check-Out"
"Resort Hotel",0,59,"October",41,8,0,3,2,0,0,"BB","PRT",50,"Contract",45,"Check-Out"
"Resort Hotel",0,41,"October",41,4,0,4,2,0,0,"BB","GBR",0,"Transient",57,"Check-Out"
"City Hotel",0,70,"August",36,31,0,3,2,0,0,"BB","DEU",0,"Transient",80.75,"Check-Out"
"Resort Hotel",0,1,"May",19,6,0,2,2,0,0,"BB","PRT",0,"Transient",109,"Check-Out"
"City Hotel",0,2,"January",2,3,2,0,2,0,0,"Unknown","Unknown",0,"Transient",84.65,"Check-Out"
"City Hotel",1,9,"September",39,24,0,3,2,0,0,"BB","PRT",0,"Transient",171.33,"Canceled"
"Resort Hotel",1,134,"June",24,14,0,4,2,0,0,"BB","PRT",0,"Transient",56.7,"Canceled"
"City Hotel",0,13,"March",13,20,1,0,1,0,0,"BB","BRA",0,"Transient-Party",75,"Check-Out"
"City Hotel",1,24,"April",16,10,2,3,2,1,0,"BB","PRT",0,"Transient",120.27,"Canceled"
"City Hotel",0,74,"November",46,7,1,3,1,0,0,"BB","PRT",0,"Transient",177.3,"Check-Out"
"City Hotel",0,11,"December",51,15,0,1,1,0,0,"BB","PRT",0,"Transient-Party",65,"Check-Out"
"Resort Hotel",1,243,"April",18,30,2,5,2,2,0,"BB","GBR",0,"Transient",170.7,"Canceled"
"City Hotel",0,98,"November",48,23,1,3,1,0,0,"BB","NOR",0,"Transient-Party",70,"Check-Out"
"City Hotel",0,25,"April",16,11,1,0,2,0,0,"BB","PRT",0,"Transient",101,"Check-Out"
"City Hotel",1,391,"August",32,4,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",1,221,"August",33,12,0,1,2,0,0,"BB","PRT",147,"Transient-Party",80,"Canceled"
"Resort Hotel",1,82,"February",7,7,2,0,2,0,0,"BB","PRT",0,"Transient-Party",86,"Canceled"
"City Hotel",0,6,"October",41,3,1,1,2,0,0,"BB","ISR",0,"Transient",164.5,"Check-Out"
"City Hotel",1,130,"April",16,13,0,4,2,0,0,"BB","PRT",10,"Transient",100,"Canceled"
"City Hotel",0,4,"November",46,8,0,3,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"Resort Hotel",0,96,"July",30,17,4,5,2,0,0,"Undefined","Unknown",0,"Transient",281,"Check-Out"
"City Hotel",1,69,"April",14,6,0,3,1,0,0,"BB","PRT",0,"Transient",85,"Canceled"
"Resort Hotel",1,40,"May",21,18,0,2,1,0,0,"BB","PRT",0,"Transient",55,"Canceled"
"Resort Hotel",1,92,"August",35,23,2,5,1,0,0,"FB","PRT",0,"Transient",175.34,"Canceled"
"City Hotel",0,99,"May",20,18,1,3,2,0,0,"BB","FRA",0,"Contract",80,"Check-Out"
"City Hotel",1,109,"March",14,27,2,2,2,0,0,"SC","Unknown",0,"Transient",81.25,"Canceled"
"City Hotel",0,40,"August",35,29,0,1,1,0,0,"BB","PRT",0,"Transient",95,"Check-Out"
"City Hotel",0,14,"December",49,2,0,1,1,0,0,"BB","ESP",0,"Transient",79,"Check-Out"
"Resort Hotel",0,8,"January",2,8,0,2,2,0,0,"BB","CN",0,"Transient",54,"Check-Out"
"City Hotel",0,12,"November",45,7,2,1,2,0,0,"BB","USA",0,"Transient",114,"Check-Out"
"Resort Hotel",0,17,"February",9,26,1,2,2,0,0,"HB","ESP",0,"Transient",56,"Check-Out"
"Resort Hotel",0,1,"February",9,26,2,0,2,0,0,"BB","PRT",0,"Transient",60,"Check-Out"
"City Hotel",1,37,"March",12,24,3,7,2,2,0,"Unknown","BRA",0,"Transient",210.4,"Canceled"
"City Hotel",1,37,"October",42,13,0,3,2,0,0,"BB","PRT",0,"Transient-Party",105,"Canceled"
"City Hotel",1,302,"August",33,15,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"Resort Hotel",1,184,"July",29,16,4,9,2,1,0,"BB","PRT",0,"Transient",216.93,"Canceled"
"City Hotel",0,68,"September",40,29,0,2,1,0,0,"BB","FRA",0,"Transient-Party",0,"Check-Out"
"Resort Hotel",0,70,"August",32,3,2,5,1,2,0,"BB","NOR",0,"Transient",176.78,"Check-Out"
"City Hotel",0,68,"July",30,23,2,2,3,0,0,"BB","FIN",0,"Transient",197.5,"Check-Out"
"Resort Hotel",0,0,"October",44,25,1,0,2,0,0,"Unknown","GBR",0,"Transient",48,"Check-Out"
"City Hotel",0,194,"April",13,1,1,1,2,0,0,"BB","Unknown",0,"Transient",75,"Check-Out"
"City Hotel",1,104,"May",20,15,1,2,2,0,0,"BB","PRT",0,"Transient",170,"Canceled"
"Resort Hotel",0,88,"July",28,7,0,4,3,0,0,"HB","USA",0,"Transient",150,"Check-Out"
"Resort Hotel",1,288,"June",24,14,0,4,2,0,0,"BB","GBR",0,"Transient",80.1,"Canceled"
"City Hotel",0,95,"August",34,21,1,3,2,0,0,"BB","NLD",0,"Transient",80.1,"Check-Out"
"Resort Hotel",1,355,"December",50,7,0,4,1,0,0,"BB","PRT",0,"Transient",38,"Canceled"
"Resort Hotel",1,299,"July",30,25,2,5,2,1,0,"BB","PRT",0,"Transient",149,"Canceled"
"City Hotel",0,19,"July",30,19,0,2,3,0,0,"BB","PRT",0,"Transient",156.5,"Check-Out"
"Resort Hotel",0,170,"September",39,19,2,5,2,0,0,"BB","IRL",0,"Transient",110,"Check-Out"
"City Hotel",0,273,"July",29,17,0,2,1,0,0,"HB","PRT",0,"Transient-Party",87,"Check-Out"
"City Hotel",0,331,"August",31,2,0,2,2,2,0,"BB","NLD",0,"Transient",179.1,"Check-Out"
"City Hotel",1,365,"July",28,7,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",1,1,"October",40,2,0,2,1,0,0,"BB","PRT",0,"Transient-Party",70,"Canceled"
"City Hotel",0,35,"January",4,26,2,3,2,0,0,"BB","FRA",0,"Transient",61.11,"Check-Out"
"City Hotel",0,11,"February",6,5,2,3,2,0,0,"BB","FRA",0,"Transient",75,"Check-Out"
"Resort Hotel",1,339,"June",26,28,2,7,2,0,0,"BB","Unknown",0,"Transient",87,"Canceled"
"Resort Hotel",0,221,"June",25,17,2,2,2,0,0,"BB","DEU",0,"Transient",113,"Check-Out"
"Resort Hotel",1,386,"October",43,18,0,3,2,0,0,"BB","PRT",0,"Transient",50.4,"Canceled"
"City Hotel",0,111,"July",30,18,3,6,2,0,0,"BB","PRT",0,"Transient",72.25,"Check-Out"
"Resort Hotel",0,3,"November",45,5,0,1,1,0,0,"BB","PRT",0,"Transient",35,"Check-Out"
"City Hotel",1,54,"January",3,18,0,3,2,0,0,"BB","Unknown",0,"Transient",65,"Canceled"
"Resort Hotel",1,47,"August",33,10,1,2,2,0,0,"BB","PRT",0,"Transient",192,"Canceled"
"Resort Hotel",0,9,"June",26,25,0,1,2,0,0,"HB","Unknown",0,"Transient-Party",161,"Check-Out"
"Resort Hotel",0,117,"May",23,30,1,5,2,2,0,"BB","PRT",0,"Transient",75.1,"Check-Out"
"Resort Hotel",0,1,"December",50,11,0,0,1,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",0,504,"August",32,12,2,1,2,0,0,"BB","GBR",0,"Transient-Party",112.67,"Check-Out"
"City Hotel",0,30,"November",47,18,1,2,2,0,0,"BB","GBR",0,"Transient",114,"Check-Out"
"City Hotel",0,40,"February",9,27,0,1,2,0,0,"BB","DEU",0,"Transient",65,"Check-Out"
"City Hotel",0,3,"June",24,16,0,2,1,0,0,"SC","USA",0,"Transient",106.28,"Check-Out"
"City Hotel",1,10,"June",24,17,1,1,2,0,0,"SC","GBR",0,"Transient",160,"Canceled"
"City Hotel",0,0,"February",5,4,0,1,0,2,0,"BB","PRT",0,"Transient-Party",6,"Check-Out"
"City Hotel",1,221,"May",19,11,1,3,2,0,0,"BB","GBR",0,"Transient",138.6,"Canceled"
"City Hotel",1,37,"June",24,17,0,2,2,0,0,"HB","PRT",0,"Transient",115,"Canceled"
"City Hotel",1,13,"January",4,24,8,22,1,0,0,"SC","AGO",0,"Transient",73.89,"Canceled"
"City Hotel",0,29,"February",8,20,1,4,2,0,0,"BB","DEU",0,"Transient",70.39,"Check-Out"
"City Hotel",1,161,"March",13,25,1,2,2,0,0,"HB","PRT",101,"Transient",130,"Canceled"
"City Hotel",0,83,"September",39,23,0,2,1,0,0,"BB","ESP",0,"Transient-Party",60,"Check-Out"
"City Hotel",0,0,"June",26,21,0,2,1,0,0,"BB","GRC",0,"Transient",95,"Check-Out"
"City Hotel",0,15,"March",10,9,1,3,2,0,0,"BB","ITA",0,"Transient",104.55,"Check-Out"
"Resort Hotel",0,50,"May",19,2,1,0,2,0,0,"BB","CHE",0,"Transient",79,"Check-Out"
"Resort Hotel",0,0,"August",33,11,0,1,2,1,0,"BB","PRT",0,"Transient",211,"Check-Out"
"City Hotel",1,219,"June",23,9,1,2,2,0,0,"BB","PRT",0,"Transient",105,"Canceled"
"Resort Hotel",1,43,"April",15,14,0,2,2,0,0,"BB","PRT",0,"Transient",105,"Canceled"
"City Hotel",0,1,"January",4,23,0,1,1,0,0,"BB","CHN",0,"Transient-Party",85,"Check-Out"
"City Hotel",1,73,"July",28,7,0,4,2,0,0,"BB","PRT",0,"Transient",68,"Canceled"
"Resort Hotel",1,1,"October",45,30,1,0,2,0,0,"Unknown","PRT",0,"Transient",55,"No-Show"
"City Hotel",0,112,"May",19,2,1,3,2,0,0,"BB","IRL",0,"Transient",107.95,"Check-Out"
"City Hotel",1,39,"March",11,10,1,3,1,0,0,"SC","PRT",0,"Transient",51.28,"Canceled"
"Resort Hotel",0,1,"March",12,15,0,1,1,0,0,"BB","PRT",0,"Transient",30,"Check-Out"
"City Hotel",1,18,"October",44,25,2,1,1,0,0,"BB","PRT",0,"Contract",120,"Canceled"
"Resort Hotel",0,21,"April",17,22,1,2,2,0,0,"BB","GBR",0,"Transient",74.37,"Check-Out"
"City Hotel",0,31,"February",8,19,2,2,2,0,0,"BB","GBR",0,"Transient",58.52,"Check-Out"
"Resort Hotel",0,24,"August",32,14,2,0,3,0,1,"BB","Unknown",0,"Transient",299,"Check-Out"
"City Hotel",0,1,"November",45,5,0,1,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"City Hotel",1,162,"May",18,6,2,1,1,0,0,"BB","PRT",0,"Transient",80,"Canceled"
"Resort Hotel",0,14,"October",44,28,0,2,1,0,0,"BB","PRT",0,"Transient",36,"Check-Out"
"City Hotel",1,267,"September",40,30,1,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"Resort Hotel",1,180,"August",33,9,4,9,2,0,0,"BB","PRT",0,"Transient",134,"Canceled"
"Resort Hotel",0,128,"June",26,22,2,8,2,0,0,"BB","GBR",0,"Transient",109.1,"Check-Out"
"Resort Hotel",0,0,"March",13,29,0,2,2,0,0,"BB","PRT",0,"Transient-Party",70,"Check-Out"
"Resort Hotel",0,62,"August",32,7,1,5,2,0,0,"BB","FRA",0,"Transient",290.67,"Check-Out"
"Resort Hotel",0,21,"May",19,7,0,1,2,0,0,"BB","ESP",0,"Transient",105,"Check-Out"
"City Hotel",0,146,"August",33,11,0,2,2,2,0,"BB","FRA",0,"Transient",186.3,"Check-Out"
"City Hotel",1,22,"August",36,28,2,2,2,0,0,"SC","DEU",0,"Transient",112.25,"Canceled"
"City Hotel",1,75,"July",28,8,1,2,2,0,0,"BB","GBR",0,"Transient",129,"Canceled"
"Resort Hotel",1,102,"September",38,18,1,2,2,0,0,"BB","PRT",0,"Transient",59.2,"Canceled"
"Resort Hotel",1,219,"March",10,2,2,5,2,0,0,"HB","PRT",0,"Transient",52,"Canceled"
"Resort Hotel",0,151,"April",14,4,2,5,2,0,0,"BB","GBR",0,"Transient-Party",74.25,"Check-Out"
"City Hotel",1,54,"April",14,5,0,4,2,0,0,"SC","ITA",0,"Transient",108,"Canceled"
"Resort Hotel",0,9,"August",35,29,2,5,2,0,0,"BB","PRT",0,"Transient",146,"Check-Out"
"City Hotel",0,37,"September",38,15,0,3,2,0,0,"BB","GBR",0,"Transient",168.3,"Check-Out"
"Resort Hotel",0,42,"December",53,30,0,3,2,0,0,"BB","Unknown",0,"Transient",192.33,"Check-Out"
"Resort Hotel",1,214,"October",40,3,1,1,2,0,0,"HB","PRT",0,"Transient",34,"Canceled"
"City Hotel",0,140,"October",44,25,2,1,2,0,0,"BB","PRT",58,"Transient-Party",85.67,"Check-Out"
"Resort Hotel",0,63,"October",41,9,1,2,2,0,0,"BB","ESP",0,"Transient",43.12,"Check-Out"
"City Hotel",0,50,"April",14,1,0,1,2,0,0,"BB","DEU",0,"Transient",90,"Check-Out"
"City Hotel",0,0,"May",21,17,0,0,1,0,0,"HB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",1,277,"November",46,7,1,2,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"Resort Hotel",0,2,"April",14,7,0,2,2,0,0,"BB","PRT",0,"Transient",125,"Check-Out"
"City Hotel",1,186,"April",16,22,1,1,2,0,0,"SC","BRA",0,"Transient",99,"Canceled"
"Resort Hotel",0,151,"August",35,27,2,5,2,0,0,"FB","Unknown",0,"Transient",82,"Check-Out"
"City Hotel",1,109,"February",9,21,2,1,2,0,0,"BB","Unknown",44,"Transient",75,"Canceled"
"Resort Hotel",0,108,"August",34,20,2,5,2,0,0,"FB","PRT",0,"Transient",82,"Check-Out"
"City Hotel",0,186,"April",16,22,1,2,2,0,0,"BB","ITA",0,"Transient-Party",80,"Check-Out"
"City Hotel",0,73,"June",25,16,0,3,2,0,0,"BB","CHE",0,"Transient",149.4,"Check-Out"
"City Hotel",1,104,"May",20,15,1,2,1,0,0,"BB","Unknown",0,"Transient",55,"Canceled"
"City Hotel",1,107,"June",22,2,1,2,3,0,0,"HB","CHE",0,"Transient",137.7,"Canceled"
"City Hotel",0,140,"July",29,16,1,1,2,0,0,"HB","ITA",0,"Transient-Party",125,"Check-Out"
"City Hotel",0,51,"December",51,20,1,5,3,0,0,"BB","Unknown",0,"Transient",130.9,"Check-Out"
"City Hotel",0,2,"October",44,26,0,1,1,0,0,"BB","ESP",0,"Transient",104,"Check-Out"
"City Hotel",0,86,"September",39,24,0,2,2,0,0,"BB","FRA",0,"Transient-Party",105,"Check-Out"
"Resort Hotel",0,0,"April",16,18,1,0,1,0,0,"BB","PRT",0,"Transient",42,"Check-Out"
"City Hotel",1,304,"August",34,17,1,1,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"Resort Hotel",0,10,"January",4,21,1,3,1,0,0,"BB","IRL",0,"Transient",27.5,"Check-Out"
"Resort Hotel",0,140,"April",18,27,0,3,2,0,0,"Unknown","PRT",0,"Transient-Party",85.33,"Check-Out"
"City Hotel",1,23,"January",3,20,0,2,2,0,0,"BB","FRA",0,"Transient",106.75,"Canceled"
"City Hotel",1,160,"August",31,1,1,4,3,0,0,"BB","IRL",0,"Transient",130.05,"Canceled"
"City Hotel",0,479,"August",32,9,0,3,1,0,0,"BB","PRT",0,"Transient-Party",0,"Check-Out"
"City Hotel",0,17,"January",5,29,1,2,2,0,0,"SC","FRA",0,"Transient",77,"Check-Out"
"Resort Hotel",0,0,"February",7,9,0,3,2,0,0,"BB","ESP",0,"Transient",29,"Check-Out"
"City Hotel",0,41,"September",38,14,0,3,1,0,0,"BB","CHE",0,"Transient-Party",108,"Check-Out"
"City Hotel",1,32,"October",44,28,0,2,2,0,0,"BB","ESP",0,"Transient",144,"Canceled"
"City Hotel",1,74,"September",38,18,0,2,2,0,0,"HB","PRT",0,"Transient-Party",101.5,"Canceled"
"City Hotel",1,372,"July",29,14,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"Resort Hotel",0,191,"April",17,22,1,2,2,0,0,"Unknown","PRT",0,"Transient-Party",85.33,"Check-Out"
"Resort Hotel",0,169,"June",26,22,4,10,2,0,0,"BB","PRT",0,"Transient",85.3,"Check-Out"
"Resort Hotel",1,45,"March",14,28,1,1,2,0,0,"BB","PRT",0,"Transient",96,"No-Show"
"City Hotel",1,201,"June",24,14,0,4,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"Resort Hotel",0,51,"April",16,15,1,2,2,0,0,"FB","GBR",0,"Transient",109.36,"Check-Out"
"Resort Hotel",0,0,"February",9,24,0,1,2,0,0,"BB","PRT",0,"Transient",36.96,"Check-Out"
"Resort Hotel",0,3,"February",8,20,1,0,1,0,0,"BB","NULL",0,"Transient",30,"Check-Out"
"City Hotel",0,1,"February",8,14,0,0,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",1,73,"October",42,11,2,5,2,0,0,"BB","PRT",0,"Contract",89.25,"Canceled"
"City Hotel",1,315,"September",40,30,1,2,2,0,0,"HB","PRT",69,"Transient",160,"Canceled"
"Resort Hotel",0,175,"August",34,17,1,3,2,0,0,"BB","PRT",0,"Transient",134,"Check-Out"
"City Hotel",0,32,"October",42,10,1,0,1,0,0,"BB","AUT",0,"Transient",95,"Check-Out"
"City Hotel",0,18,"September",40,27,1,0,1,0,0,"BB","SWE",0,"Transient-Party",170,"Check-Out"
"City Hotel",1,7,"May",20,11,0,1,1,0,0,"SC","PRT",0,"Transient",129,"Canceled"
"City Hotel",0,116,"October",44,29,0,1,2,0,0,"BB","BRA",0,"Transient",104.4,"Check-Out"
"City Hotel",0,179,"July",30,17,2,2,2,0,0,"BB","BEL",0,"Transient",90.95,"Check-Out"
"City Hotel",1,51,"March",11,9,2,6,2,0,0,"SC","BRA",0,"Transient",63.75,"Canceled"
"City Hotel",0,20,"February",5,5,2,1,2,0,0,"BB","CHE",0,"Transient",123,"Check-Out"
"City Hotel",1,312,"August",35,25,0,4,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",1,269,"July",29,13,1,1,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",1,254,"September",39,24,1,1,2,0,0,"HB","PRT",0,"Transient",96,"Canceled"
"City Hotel",1,51,"May",19,12,2,2,2,0,0,"BB","TUR",0,"Transient",207,"Canceled"
"City Hotel",0,65,"January",2,12,0,2,2,0,0,"BB","DEU",0,"Transient-Party",75,"Check-Out"
"City Hotel",0,7,"May",21,21,1,1,1,0,0,"HB","ITA",0,"Transient-Party",91,"Check-Out"
"Resort Hotel",0,3,"January",3,19,1,3,2,0,0,"HB","GBR",0,"Transient",107,"Check-Out"
"City Hotel",1,99,"April",15,15,2,4,2,0,0,"BB","PRT",0,"Transient-Party",105,"Canceled"
"City Hotel",1,175,"May",18,6,2,1,2,1,0,"BB","FRA",0,"Transient",189,"Canceled"
"City Hotel",0,11,"May",19,9,0,2,1,0,0,"BB","ITA",0,"Transient",110,"Check-Out"
"Resort Hotel",0,80,"January",5,30,1,1,2,0,0,"BB","USA",0,"Transient",69,"Check-Out"
"City Hotel",0,35,"May",22,23,1,1,1,0,0,"BB","AUT",0,"Transient",80,"Check-Out"
"Resort Hotel",0,41,"April",15,4,0,0,2,0,0,"HB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",1,93,"December",51,19,0,1,2,0,0,"FB","PRT",12,"Transient",80,"Canceled"
"City Hotel",1,68,"April",14,1,2,2,2,0,0,"SC","FRA",0,"Transient",75.65,"Canceled"
"City Hotel",1,269,"December",53,29,2,3,1,0,0,"BB","PRT",0,"Transient-Party",70,"Canceled"
"City Hotel",0,423,"July",29,22,1,1,2,0,0,"Unknown","DEU",0,"Transient-Party",122.4,"Check-Out"
"Resort Hotel",0,5,"May",21,22,1,0,1,0,0,"BB","PRT",0,"Group",60,"Check-Out"
"City Hotel",0,0,"April",15,15,1,2,2,1,0,"BB","GBR",0,"Transient",119,"Check-Out"
"Resort Hotel",0,80,"November",45,4,2,5,1,0,0,"HB","GBR",0,"Transient",38.7,"Check-Out"
